Name,Alternating,DT Name,DT Rank,DT Notation,Conway Notation,Gauss Notation,PD Notation,Crossing Number,Unknotting Number,Bridge Index,Braid Index,Braid Length,Braid Notation,Symmetry Type,Full Symmetry Group,Montesinos Notation
12n_353,N,12n_353,2443,[4; 10; -14; 16; 18; 2; 22; -24; 20; 8; 12; -6],[-2 1 1 0:-2 1 0:-2 0],{1; -2; 3; -1; -4; 5; 6; -7; 8; -3; 2; -9; 10; 4; -11; -6; 12; -8; 7; -12; 9; -10; -5; 11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[7;16;8;17];[9;19;10;18];[11;2;12;3];[13;22;14;23];[24;15;1;16];[17;20;18;21];[19;9;20;8];[21;12;22;13];[6;24;7;23]],12,[1;2],3,5,,{-1;2;-3;4;-1;-3;4;-2;3;-2;-3;-3},chiral,1,Not Montesinos
12n_354,N,12n_354,2444,[4; 10; 14; -16; -18; 2; 22; 24; -20; -8; 12; 6],[-2 1 1 0:2 1 0:2 0],{1; -2; 3; -1; 4; -5; -6; 7; -8; -3; 2; -9; 10; -4; 11; 6; -12; 8; -7; 12; 9; -10; 5; -11},[[1;5;2;4];[3;10;4;11];[5;15;6;14];[16;8;17;7];[18;9;19;10];[11;2;12;3];[13;22;14;23];[15;1;16;24];[20;18;21;17];[8;19;9;20];[21;12;22;13];[23;6;24;7]],12,[1;2],3,5,,{-1;2;3;-4;-1;3;-4;2;-3;2;-3;-3},reversible,D1,Not Montesinos
12n_355,N,12n_355,2445,[4; 10; -14; -16; -20; 2; -18; -24; -22; -12; -8; -6],[8*-2 1.2 0.2],{1; -2; 3; -1; -4; 5; -6; 7; -8; -3; 2; 9; -10; 4; -11; 6; -12; 10; -9; 8; -7; 12; -5; 11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[16;8;17;7];[20;9;21;10];[11;2;12;3];[18;13;19;14];[24;15;1;16];[22;18;23;17];[12;19;13;20];[8;21;9;22];[6;24;7;23]],12,2,3,5,,{-1;-2;3;-4;-2;-3;-1;2;-3;2;-4;3},reversible,D1,Not Montesinos
12n_356,N,12n_356,2446,[4; 10; -14; -16; 20; 2; -18; -24; -22; -12; 8; -6],[8*-2 1.2 0.-2],{1; -2; 3; -1; -4; 5; -6; -7; 8; -3; 2; 9; -10; 4; -11; 6; -12; 10; -9; -8; 7; 12; -5; 11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[16;8;17;7];[9;21;10;20];[11;2;12;3];[18;13;19;14];[24;15;1;16];[22;18;23;17];[12;19;13;20];[21;9;22;8];[6;24;7;23]],12,2,3,5,,{-1;2;3;4;-1;-2;-3;4;-3;2;-3;4},negative amphicheiral,D1,Not Montesinos
12n_357,N,12n_357,2447,[4; 10; -14; -16; 20; 2; 18; -24; -22; 12; 8; -6],[8*-2 1.-2 0.-2],{1; -2; 3; -1; -4; 5; -6; -7; 8; -3; 2; -9; 10; 4; -11; 6; -12; -10; 9; -8; 7; 12; -5; 11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[16;8;17;7];[9;21;10;20];[11;2;12;3];[13;19;14;18];[24;15;1;16];[22;18;23;17];[19;13;20;12];[21;9;22;8];[6;24;7;23]],12,2,3,5,,{-1;2;-3;2;-3;2;-4;1;1;2;-3;2;3;-4},chiral,1,Not Montesinos
12n_358,N,12n_358,2448,[4; 10; -14; 16; 20; 2; -18; -24; 22; -12; 8; -6],[2.-3 0.-2 1.2 0],{1; -2; 3; -1; -4; 5; 6; -7; 8; -3; 2; 9; -10; 4; -11; -6; 12; 10; -9; -8; 7; -12; -5; 11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[7;16;8;17];[9;21;10;20];[11;2;12;3];[18;13;19;14];[24;15;1;16];[17;22;18;23];[12;19;13;20];[21;9;22;8];[6;24;7;23]],12,1,3,4,,[{-1;2;-3;-1;-3;2;-1;2;3;-1;-2;1;-2};{-1;-2;1;-2;3;-2;-1;-4;3;2;-4;-3}],chiral,1,Not Montesinos
12n_359,N,12n_359,2449,[4; 10; -14; 16; 20; 2; 18; -24; 22; 12; 8; -6],[3:2 1:-2 1 0],{1; -2; 3; -1; -4; 5; 6; -7; 8; -3; 2; -9; 10; 4; -11; -6; 12; -10; 9; -8; 7; -12; -5; 11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[7;16;8;17];[9;21;10;20];[11;2;12;3];[13;19;14;18];[24;15;1;16];[17;22;18;23];[19;13;20;12];[21;9;22;8];[6;24;7;23]],12,[1;2],3,6,,{-1;2;-3;-4;5;-1;-2;3;4;-2;3;3;-4;-4;5},chiral,1,Not Montesinos
12n_360,N,12n_360,2450,[4; 10; 14; -16; -20; 2; 18; 24; -22; 12; -8; 6],[-2 1.2 0.-2.2.-2 0],{1; -2; 3; -1; 4; -5; -6; 7; -8; -3; 2; -9; 10; -4; 11; 6; -12; -10; 9; 8; -7; 12; 5; -11},[[1;5;2;4];[3;10;4;11];[5;15;6;14];[16;8;17;7];[20;9;21;10];[11;2;12;3];[13;19;14;18];[15;1;16;24];[22;18;23;17];[19;13;20;12];[8;21;9;22];[23;6;24;7]],12,1,3,5,,{-1;2;-3;4;-1;2;3;-4;3;-2;3;4},chiral,1,Not Montesinos
12n_361,N,12n_361,2451,[4; 10; 14; -16; 20; 2; 18; 24; -22; 12; 8; -6],[8*2 0.2 1:.-2],{1; -2; 3; -1; 4; 5; -6; -7; 8; -3; 2; -9; 10; -4; 11; 6; -12; -10; 9; -8; 7; 12; -5; -11},[[1;5;2;4];[3;10;4;11];[5;15;6;14];[16;8;17;7];[9;21;10;20];[11;2;12;3];[13;19;14;18];[15;1;16;24];[22;18;23;17];[19;13;20;12];[21;9;22;8];[6;24;7;23]],12,[2;3],3,5,,{-1;2;3;2;3;2;-4;1;1;2;-3;2;3;-4},chiral,1,Not Montesinos
12n_362,N,12n_362,2452,[4; 10; 14; 16; -20; 2; 18; 24; 22; 12; -8; 6],[8*2 1.2 0.-2],{1; -2; 3; -1; 4; -5; 6; 7; -8; -3; 2; -9; 10; -4; 11; -6; 12; -10; 9; 8; -7; -12; 5; -11},[[1;5;2;4];[3;10;4;11];[5;15;6;14];[7;16;8;17];[20;9;21;10];[11;2;12;3];[13;19;14;18];[15;1;16;24];[17;22;18;23];[19;13;20;12];[8;21;9;22];[23;6;24;7]],12,1,3,4,,[{1;-2;-3;-3;2;-1;2;1;-2;-2;3;-2;1};{-1;-1;-2;-1;3;2;-1;2;2;-4;3;-4}],chiral,1,Not Montesinos
12n_363,N,12n_363,2453,[4; 10; -14; -16; 20; 2; 22; -18; -6; 24; 12; 8],[2 1:2:-2 1 1 0],{1; -2; 3; -1; -4; 5; -6; -7; 8; -3; 2; -9; 10; 4; -11; 6; -5; 11; 12; -8; 9; -10; 7; -12},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[16;8;17;7];[9;20;10;21];[11;2;12;3];[13;22;14;23];[18;15;19;16];[6;18;7;17];[19;1;20;24];[21;12;22;13];[23;8;24;9]],12,[1;2],3,5,,{-1;2;-3;4;-1;2;-3;-2;4;-2;-3;-3},chiral,1,Not Montesinos
12n_364,N,12n_364,2454,[4; 10; -14; -16; -22; 2; -18; -20; -12; -6; -24; -8],[.2.(-2 1;2 1)],{1; -2; 3; -1; -4; 5; -6; 7; -8; -3; 2; 9; -10; 4; -11; 6; -9; 10; -5; 11; -12; 8; -7; 12},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[16;8;17;7];[22;10;23;9];[11;2;12;3];[18;14;19;13];[20;15;21;16];[12;18;13;17];[6;20;7;19];[24;21;1;22];[8;24;9;23]],12,2,3,5,,{-1;2;3;-1;-2;3;-4;3;-2;3;-2;3;3;4},chiral,1,Not Montesinos
12n_365,N,12n_365,2455,[4; 10; 14; 16; -22; 2; 18; 20; 12; 6; -24; -8],[.2.(2 1;-2 1)],{1; -2; 3; -1; 4; -5; 6; 7; -8; -3; 2; -9; 10; -4; 11; -6; 9; -10; 5; -11; -12; 8; -7; 12},[[1;5;2;4];[3;10;4;11];[5;15;6;14];[7;16;8;17];[22;10;23;9];[11;2;12;3];[13;18;14;19];[15;21;16;20];[17;12;18;13];[19;6;20;7];[24;21;1;22];[8;24;9;23]],12,2,3,5,,{-1;2;3;-1;-2;3;-4;-3;2;-3;2;-3;-3;4},chiral,1,Not Montesinos
12n_366,N,12n_366,2456,[4; 10; -14; -16; -22; 2; -20; -6; -24; -8; -12; -18],[2.3.-2 1.2 0],{1; -2; 3; -1; -4; 5; -6; 7; -8; -3; 2; 9; -10; 4; -5; 6; -11; 12; -7; 10; -9; 8; -12; 11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[16;7;17;8];[22;9;23;10];[11;2;12;3];[20;13;21;14];[6;15;7;16];[24;17;1;18];[8;19;9;20];[12;21;13;22];[18;23;19;24]],12,3,3,4,,{-1;2;-3;-3;-2;-2;-3;-1;-3;2;-3;-2;-2},chiral,1,Not Montesinos
12n_367,N,12n_367,2457,[4; 10; -14; -16; 22; 2; 20; -6; 24; 8; 12; 18],[2.-3.2 1.2 0],{1; -2; 3; -1; -4; 5; -6; -7; 8; -3; 2; -9; 10; 4; -5; 6; 11; -12; 7; -10; 9; -8; 12; -11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[16;7;17;8];[9;23;10;22];[11;2;12;3];[13;21;14;20];[6;15;7;16];[17;1;18;24];[19;9;20;8];[21;13;22;12];[23;19;24;18]],12,[1;2],3,5,,{-1;2;3;-2;3;2;-4;1;1;-2;-2;3;-2;-4},chiral,1,Not Montesinos
12n_368,N,12n_368,2458,[4; 10; -14; -18; 2; -20; -6; -22; -12; -8; -24; -16],[2 0.-2 1.2 0.2 1 0],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; -8; 9; -5; 4; -10; 11; -9; 6; -7; 8; -12; 10; -11; 12},[[1;5;2;4];[3;11;4;10];[14;5;15;6];[18;8;19;7];[9;3;10;2];[20;12;21;11];[6;13;7;14];[22;16;23;15];[12;18;13;17];[8;20;9;19];[24;22;1;21];[16;24;17;23]],12,3,3,4,,{1;1;1;2;2;3;1;3;1;-2;1;-2;-3},chiral,1,Not Montesinos
12n_369,N,12n_369,2459,[4; 10; 14; 18; 2; 20; 6; -22; 12; 8; -24; -16],[2 0.2 1.2 0.-2 1 0],{1; -2; 3; -1; 4; -5; 6; -7; 2; -3; 8; -9; 5; -4; -10; 11; 9; -6; 7; -8; -12; 10; -11; 12},[[1;5;2;4];[3;11;4;10];[5;15;6;14];[7;18;8;19];[9;3;10;2];[11;20;12;21];[13;7;14;6];[22;16;23;15];[17;12;18;13];[19;8;20;9];[24;22;1;21];[16;24;17;23]],12,1,3,4,,{1;2;2;3;1;3;1;-2;-2;-2;1;-2;-3},chiral,1,Not Montesinos
12n_370,N,12n_370,2460,[4; 10; -14; -18; 2; 20; -8; 24; -6; 22; 12; 16],[-2 1 0.-2 1.-2 0.2 0],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; 8; -9; -7; 4; 10; -11; -5; 6; 12; -8; 9; -12; 11; -10},[[1;5;2;4];[3;11;4;10];[14;5;15;6];[18;7;19;8];[9;3;10;2];[11;21;12;20];[8;13;9;14];[15;1;16;24];[6;17;7;18];[19;23;20;22];[21;13;22;12];[23;17;24;16]],12,1,3,4,,{1;-2;-2;1;2;-3;2;2;1;3;3;-2;-2},reversible,D1,Not Montesinos
12n_371,N,12n_371,2461,[4; 10; 14; 18; 2; -20; 8; -24; 6; -22; -12; -16],[2 1 0.-2 1.-2 0.2 0],{1; -2; 3; -1; 4; -5; 6; -7; 2; -3; -8; 9; 7; -4; -10; 11; 5; -6; -12; 8; -9; 12; -11; 10},[[1;5;2;4];[3;11;4;10];[5;15;6;14];[7;19;8;18];[9;3;10;2];[20;11;21;12];[13;9;14;8];[24;15;1;16];[17;7;18;6];[22;19;23;20];[12;21;13;22];[16;23;17;24]],12,1,3,4,,{1;-2;-3;1;-3;2;2;-1;2;3;2;-1;2},reversible,D1,Not Montesinos
12n_372,N,12n_372,2462,[4; 10; 14; 18; 2; -20; 8; 24; 6; -22; -12; 16],[2 1 0.-2 1.2 0.2 0],{1; -2; 3; -1; 4; -5; 6; -7; 2; -3; -8; 9; 7; -4; 10; -11; 5; -6; -12; 8; -9; 12; 11; -10},[[1;5;2;4];[3;11;4;10];[5;15;6;14];[7;19;8;18];[9;3;10;2];[20;11;21;12];[13;9;14;8];[15;1;16;24];[17;7;18;6];[22;19;23;20];[12;21;13;22];[23;17;24;16]],12,1,3,4,,{1;1;1;2;2;3;-1;3;-1;2;-1;2;-3},chiral,1,Not Montesinos
12n_373,N,12n_373,2463,[4; 10; 14; 18; 2; 20; 8; -24; 6; 22; 12; -16],[2 1 0.2 1.-2 0.2 0],{1; -2; 3; -1; 4; -5; 6; -7; 2; -3; 8; -9; 7; -4; -10; 11; 5; -6; 12; -8; 9; -12; -11; 10},[[1;5;2;4];[3;11;4;10];[5;15;6;14];[7;19;8;18];[9;3;10;2];[11;21;12;20];[13;9;14;8];[24;15;1;16];[17;7;18;6];[19;23;20;22];[21;13;22;12];[16;23;17;24]],12,2,3,4,,{1;2;2;3;-1;3;2;2;1;1;-2;-3;1},reversible,D1,Not Montesinos
12n_374,N,12n_374,2464,[4; 10; -14; -18; 2; -20; -24; -6; -22; -8; -12; -16],[2.2.2.2 0.-2 1],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; -8; 9; -10; 4; -5; 11; -12; 6; -7; 8; -9; 12; -11; 10},[[1;5;2;4];[3;11;4;10];[14;6;15;5];[18;8;19;7];[9;3;10;2];[20;12;21;11];[24;14;1;13];[6;16;7;15];[22;18;23;17];[8;20;9;19];[12;22;13;21];[16;24;17;23]],12,4,3,4,,{1;-2;1;2;3;3;2;2;3;3;2;2;3},reversible,D1,Not Montesinos
12n_375,N,12n_375,2465,[4; 10; -14; 18; 2; -20; -24; -6; -22; 8; -12; -16],[2.2.-2.2 0.-2 1],{1; -2; 3; -1; -4; 5; 6; -7; 2; -3; -8; 9; -10; 4; -5; 11; -12; -6; 7; 8; -9; 12; -11; 10},[[1;5;2;4];[3;11;4;10];[14;6;15;5];[7;18;8;19];[9;3;10;2];[20;12;21;11];[24;14;1;13];[6;16;7;15];[22;18;23;17];[19;8;20;9];[12;22;13;21];[16;24;17;23]],12,2,3,4,,{1;-2;1;2;3;-2;3;2;2;2;3;-2;3},reversible,D1,Not Montesinos
12n_376,N,12n_376,2466,[4; 10; -14; 18; 2; 20; -24; -6; -22; 8; 12; -16],[2.2.-2.-2 0.-2 1],{1; -2; 3; -1; -4; 5; 6; -7; 2; -3; 8; -9; -10; 4; -5; 11; -12; -6; 7; -8; 9; 12; -11; 10},[[1;5;2;4];[3;11;4;10];[14;6;15;5];[7;18;8;19];[9;3;10;2];[11;20;12;21];[24;14;1;13];[6;16;7;15];[22;18;23;17];[19;8;20;9];[21;12;22;13];[16;24;17;23]],12,[1;2],3,4,,{1;-2;1;2;3;3;-2;-2;3;3;-2;-2;3},chiral,1,Not Montesinos
12n_377,N,12n_377,2467,[4; 10; 14; -18; 2; 20; 24; 6; 22; -8; 12; 16],[2.2.-2.2 0.2 1],{1; -2; 3; -1; 4; -5; -6; 7; 2; -3; 8; -9; 10; -4; 5; -11; 12; 6; -7; -8; 9; -12; 11; -10},[[1;5;2;4];[3;11;4;10];[5;14;6;15];[18;8;19;7];[9;3;10;2];[11;20;12;21];[13;24;14;1];[15;6;16;7];[17;22;18;23];[8;20;9;19];[21;12;22;13];[23;16;24;17]],12,[1;2],3,4,,{1;-2;3;-1;3;-2;-2;1;-2;3;-2;1;-2},reversible,D1,Not Montesinos
12n_378,N,12n_378,2468,[4; 10; 14; 18; 2; 20; 24; 6; -22; 8; 12; -16],[2.-2.2.2 0.2 1],{1; -2; 3; -1; 4; -5; 6; -7; 2; -3; 8; -9; 10; -4; 5; 11; -12; -6; 7; -8; 9; 12; -11; -10},[[1;5;2;4];[3;11;4;10];[5;14;6;15];[7;18;8;19];[9;3;10;2];[11;20;12;21];[13;24;14;1];[15;6;16;7];[22;18;23;17];[19;8;20;9];[21;12;22;13];[16;24;17;23]],12,[1;2],3,4,,{-1;2;2;3;-1;3;-1;-2;-2;-2;-1;2;-3},chiral,1,Not Montesinos
12n_379,N,12n_379,2469,[4; 10; -14; -18; 2; -22; -8; -20; -6; -16; -24; -12],[2 2 1 1;-2 1;2 1],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; -8; 9; -7; 4; -10; 11; -5; 6; -11; 10; -12; 8; -9; 12},[[1;5;2;4];[3;11;4;10];[14;5;15;6];[18;7;19;8];[9;3;10;2];[22;11;23;12];[8;13;9;14];[20;15;21;16];[6;17;7;18];[16;19;17;20];[24;21;1;22];[12;23;13;24]],12,2,3,4,,{-1;2;-1;-2;3;-2;-2;-3;1;-3;-2;1;-2},reversible,D1,K(2/3;-2/3;7/12)
12n_380,N,12n_380,2470,[4; 10; -14; -18; 2; 22; -8; -20; -6; -16; 24; 12],[-2 2 1 1;2 1;2 1],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; 8; -9; -7; 4; -10; 11; -5; 6; -11; 10; 12; -8; 9; -12},[[1;5;2;4];[3;11;4;10];[14;5;15;6];[18;7;19;8];[9;3;10;2];[11;23;12;22];[8;13;9;14];[20;15;21;16];[6;17;7;18];[16;19;17;20];[21;1;22;24];[23;13;24;12]],12,2,3,4,,{1;1;2;2;3;1;-2;-2;-3;-3;-2;1;-2},reversible,D2,K(2/3;2/3;-7/12)
12n_381,N,12n_381,2471,[4; 10; 14; -18; 2; -22; 8; -24; -20; -6; -12; -16],[-2 1.-2.-2.2 1 0],{1; -2; 3; -1; 4; 5; -6; -7; 2; -3; -8; 9; 7; -4; -10; 11; -12; 6; -5; 12; -9; 8; -11; 10},[[1;5;2;4];[3;11;4;10];[5;15;6;14];[18;8;19;7];[9;3;10;2];[22;12;23;11];[13;9;14;8];[24;15;1;16];[20;17;21;18];[6;20;7;19];[12;22;13;21];[16;23;17;24]],12,1,3,5,,{1;-2;3;4;1;2;4;-3;2;-3;4;3},chiral,1,Not Montesinos
12n_382,N,12n_382,2472,[4; 10; 14; -18; 2; 22; 8; -24; -20; -6; 12; -16],[-2 1.2.-2.2 1 0],{1; -2; 3; -1; 4; 5; -6; -7; 2; -3; 8; -9; 7; -4; -10; 11; -12; 6; -5; 12; 9; -8; -11; 10},[[1;5;2;4];[3;11;4;10];[5;15;6;14];[18;8;19;7];[9;3;10;2];[11;22;12;23];[13;9;14;8];[24;15;1;16];[20;17;21;18];[6;20;7;19];[21;12;22;13];[16;23;17;24]],12,[1;2],3,5,,{-1;2;2;-3;1;-3;1;-2;3;4;-2;-3;4;3},chiral,1,Not Montesinos
12n_383,N,12n_383,2473,[4; 10; 14; -18; 2; 22; 8; 24; -20; -6; 12; 16],[-2 1.2.2.2 1 0],{1; -2; 3; -1; 4; 5; -6; -7; 2; -3; 8; -9; 7; -4; 10; -11; -12; 6; -5; 12; 9; -8; 11; -10},[[1;5;2;4];[3;11;4;10];[5;15;6;14];[18;8;19;7];[9;3;10;2];[11;22;12;23];[13;9;14;8];[15;1;16;24];[20;17;21;18];[6;20;7;19];[21;12;22;13];[23;17;24;16]],12,[1;2],3,5,,{1;-2;3;4;1;1;2;-3;2;4;3;-4},reversible,D1,Not Montesinos
12n_384,N,12n_384,2474,[4; 10; 14; 18; 2; -22; 8; 24; 20; 6; -12; 16],[2 1.-2.2.2 1 0],{1; -2; 3; -1; 4; -5; 6; -7; 2; -3; -8; 9; 7; -4; 10; -11; 12; -6; 5; -12; -9; 8; 11; -10},[[1;5;2;4];[3;11;4;10];[5;15;6;14];[7;18;8;19];[9;3;10;2];[22;12;23;11];[13;9;14;8];[15;1;16;24];[17;21;18;20];[19;6;20;7];[12;22;13;21];[23;17;24;16]],12,2,3,5,,{-1;2;2;3;1;3;1;2;-3;-4;2;3;-4;3},chiral,1,Not Montesinos
12n_385,N,12n_385,2475,[4; 10; 14; 18; 2; 22; 8; -24; 20; 6; 12; -16],[2 1.2.-2.2 1 0],{1; -2; 3; -1; 4; -5; 6; -7; 2; -3; 8; -9; 7; -4; -10; 11; 12; -6; 5; -12; 9; -8; -11; 10},[[1;5;2;4];[3;11;4;10];[5;15;6;14];[7;18;8;19];[9;3;10;2];[11;22;12;23];[13;9;14;8];[24;15;1;16];[17;21;18;20];[19;6;20;7];[21;12;22;13];[16;23;17;24]],12,[1;2],3,4,,{1;-2;3;1;3;-2;-2;-1;-1;2;3;-2;1},chiral,1,Not Montesinos
12n_386,N,12n_386,2476,[4; 10; -14; -18; 2; -22; -24; -6; -20; -8; -16; -12],[2 2 2;3;-2 1],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; -8; 9; -10; 4; -5; 11; -12; 6; -7; 12; -11; 8; -9; 10},[[1;5;2;4];[3;11;4;10];[14;6;15;5];[18;8;19;7];[9;3;10;2];[22;12;23;11];[24;14;1;13];[6;16;7;15];[20;18;21;17];[8;20;9;19];[16;22;17;21];[12;24;13;23]],12,4,3,4,,{1;2;2;-3;1;1;2;2;3;3;2;1;2},reversible,D2,K(2/3;-1/3;-5/12)
12n_387,N,12n_387,2477,[4; 10; -14; -18; 2; -22; -24; -8; -20; -6; -16; -12],[2 2 1 1;3;-2 1],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; -8; 9; -10; 4; -7; 11; -12; 6; -5; 12; -11; 8; -9; 10},[[1;5;2;4];[3;11;4;10];[14;6;15;5];[18;8;19;7];[9;3;10;2];[22;12;23;11];[24;14;1;13];[8;16;9;15];[20;17;21;18];[6;20;7;19];[16;21;17;22];[12;24;13;23]],12,3,3,5,,{1;2;-3;4;2;-3;4;1;1;2;2;2},reversible,D2,K(2/3;-1/3;-7/12)
12n_388,N,12n_388,2478,[4; 10; -14; -18; 2; 22; 24; -8; -20; -6; -16; 12],[-2 2 1 1;3;2 1],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; 8; -9; 10; 4; -7; 11; -12; 6; -5; 12; -11; -8; 9; -10},[[1;5;2;4];[3;11;4;10];[14;6;15;5];[18;8;19;7];[9;3;10;2];[11;22;12;23];[13;24;14;1];[8;16;9;15];[20;17;21;18];[6;20;7;19];[16;21;17;22];[23;12;24;13]],12,2,3,5,,{1;2;-3;4;2;-3;4;1;1;-2;-2;-2},reversible,D1,K(2/3;-2/3;5/12)
12n_389,N,12n_389,2479,[4; 10; 14; 18; 2; -22; -24; 8; 20; 6; 16; -12],[2 2 1 1;-3;2 1],{1; -2; 3; -1; 4; -5; 6; -7; 2; -3; -8; 9; -10; -4; 7; -11; 12; -6; 5; -12; 11; 8; -9; 10},[[1;5;2;4];[3;11;4;10];[5;14;6;15];[7;18;8;19];[9;3;10;2];[22;12;23;11];[24;14;1;13];[15;8;16;9];[17;21;18;20];[19;6;20;7];[21;17;22;16];[12;24;13;23]],12,2,3,5,,{1;-2;3;-4;-2;3;-4;1;1;2;2;2},reversible,D2,K(2/3;2/3;-5/12)
12n_390,N,12n_390,2480,[4; 10; 14; 18; 2; 24; -20; 8; 22; 6; -12; 16],[2 1 1.2.-2.2 0],{1; -2; 3; -1; 4; -5; 6; -7; 2; -3; 8; 9; -10; -4; 7; -11; 12; -6; 5; 10; -9; -12; 11; -8},[[1;5;2;4];[3;11;4;10];[5;14;6;15];[7;18;8;19];[9;3;10;2];[11;24;12;1];[20;14;21;13];[15;8;16;9];[17;23;18;22];[19;6;20;7];[12;22;13;21];[23;17;24;16]],12,[1;2],3,4,,{-1;2;3;-1;3;2;2;-1;2;-3;-2;1;-2},chiral,1,Not Montesinos
12n_391,N,12n_391,2481,[4; 10; 14; 18; 2; 24; 20; 8; -22; 6; 12; -16],[2 1 1.-2.2.2 0],{1; -2; 3; -1; 4; -5; 6; -7; 2; -3; 8; -9; 10; -4; 7; 11; -12; -6; 5; -10; 9; 12; -11; -8},[[1;5;2;4];[3;11;4;10];[5;14;6;15];[7;18;8;19];[9;3;10;2];[11;24;12;1];[13;20;14;21];[15;8;16;9];[22;17;23;18];[19;6;20;7];[21;12;22;13];[16;23;17;24]],12,2,3,5,,{1;-2;-3;-3;4;-2;-3;1;4;1;-2;-3;-3;-4},reversible,D1,Not Montesinos
12n_392,N,12n_392,2482,[4; 10; 14; -18; -16; 2; 20; 24; -8; 22; 12; 6],[-3:2 1:2 1 0],{1; -2; 3; -1; 4; -5; -6; 7; -8; -3; 2; -9; 10; -4; 11; 8; -7; 6; 12; -10; 9; -12; 5; -11},[[1;5;2;4];[3;10;4;11];[5;15;6;14];[18;8;19;7];[16;10;17;9];[11;2;12;3];[13;21;14;20];[15;1;16;24];[8;18;9;17];[19;22;20;23];[21;13;22;12];[23;6;24;7]],12,1,3,5,,{-1;2;3;-1;3;-4;-2;3;-4;3;2;2;-3;4},reversible,D1,Not Montesinos
12n_393,N,12n_393,2483,[4; 10; -14; -18; -16; 2; -20; -24; -22; -6; -12; -8],[8*2.2 0:-2 1 0],{1; -2; 3; -1; -4; 5; -6; 7; -8; -3; 2; 9; -10; 4; -11; 8; -12; 6; -5; 10; -9; 12; -7; 11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[18;7;19;8];[16;10;17;9];[11;2;12;3];[20;13;21;14];[24;15;1;16];[22;18;23;17];[6;19;7;20];[12;21;13;22];[8;24;9;23]],12,2,3,5,,{-1;-2;-3;-3;-4;-2;3;1;1;-2;3;-4;3;-2},chiral,1,Not Montesinos
12n_394,N,12n_394,2484,[4; 10; -14; -18; -16; 2; 20; -24; -22; -6; 12; -8],[8*2.-2 0:-2 1 0],{1; -2; 3; -1; -4; 5; -6; 7; -8; -3; 2; -9; 10; 4; -11; 8; -12; 6; -5; -10; 9; 12; -7; 11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[18;7;19;8];[16;10;17;9];[11;2;12;3];[13;21;14;20];[24;15;1;16];[22;18;23;17];[6;19;7;20];[21;13;22;12];[8;24;9;23]],12,2,3,5,,{-1;2;3;-4;-1;3;3;2;-3;2;-3;-4;3;-2},reversible,D1,Not Montesinos
12n_395,N,12n_395,2485,[4; 10; -14; -18; 16; 2; -20; 24; 22; -6; -12; 8],[-3 0:2 1 0:2 1 0],{1; -2; 3; -1; -4; 5; -6; -7; 8; -3; 2; 9; -10; 4; 11; -8; 12; 6; -5; 10; -9; -12; 7; -11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[18;7;19;8];[9;16;10;17];[11;2;12;3];[20;13;21;14];[15;1;16;24];[17;22;18;23];[6;19;7;20];[12;21;13;22];[23;8;24;9]],12,2,3,5,,{1;-2;3;-4;-2;3;-1;-1;-2;-2;-3;-3;2;-4},reversible,D1,Not Montesinos
12n_396,N,12n_396,2486,[4; 10; 14; 18; 16; 2; -20; 24; 22; 6; -12; 8],[8*2.-2 0:2 1 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -3; 2; 9; -10; -4; 11; -8; 12; -6; 5; 10; -9; -12; 7; -11},[[1;5;2;4];[3;10;4;11];[5;15;6;14];[7;19;8;18];[9;16;10;17];[11;2;12;3];[20;13;21;14];[15;1;16;24];[17;22;18;23];[19;7;20;6];[12;21;13;22];[23;8;24;9]],12,[1;2],3,5,,{-1;2;-3;4;-1;-3;-3;-2;3;-2;3;4;-3;2},chiral,1,Not Montesinos
