Name,Alternating,DT Name,DT Rank,DT Notation,Conway Notation,Gauss Notation,PD Notation,Crossing Number,Unknotting Number,Bridge Index,Braid Index,Braid Length,Braid Notation,Symmetry Type,Full Symmetry Group,Montesinos Notation
12n_397,N,12n_397,2487,[4; 10; -14; -18; -16; 2; -22; -24; -20; -8; -12; -6],[2 1 1:-2 1 0:2 0],{1; -2; 3; -1; -4; 5; -6; 7; -8; -3; 2; 9; -10; 4; -11; 8; -12; 6; -7; 12; -9; 10; -5; 11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[18;7;19;8];[16;10;17;9];[11;2;12;3];[22;14;23;13];[24;15;1;16];[20;17;21;18];[8;19;9;20];[12;22;13;21];[6;24;7;23]],12,2,3,5,,{-1;2;3;-4;-1;-2;-4;3;-2;3;3;-4},reversible,D1,Not Montesinos
12n_398,N,12n_398,2488,[4; 10; -14; -18; -16; 2; 22; -24; -20; -8; 12; -6],[2 1 1:-2 1 0:-2 0],{1; -2; 3; -1; -4; 5; -6; 7; -8; -3; 2; -9; 10; 4; -11; 8; -12; 6; -7; 12; 9; -10; -5; 11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[18;7;19;8];[16;10;17;9];[11;2;12;3];[13;22;14;23];[24;15;1;16];[20;17;21;18];[8;19;9;20];[21;12;22;13];[6;24;7;23]],12,2,3,5,,{-1;2;3;-4;-1;-2;-4;3;-2;-3;-3;-4},chiral,1,Not Montesinos
12n_399,N,12n_399,2489,[4; 10; -14; 18; 16; 2; 22; -24; 20; 8; 12; -6],[-2 1 1:-2 1 0:-2 0],{1; -2; 3; -1; -4; 5; 6; -7; 8; -3; 2; -9; 10; 4; -11; -8; 12; -6; 7; -12; 9; -10; -5; 11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[7;19;8;18];[9;16;10;17];[11;2;12;3];[13;22;14;23];[24;15;1;16];[17;21;18;20];[19;9;20;8];[21;12;22;13];[6;24;7;23]],12,[1;2],3,5,,{-1;2;-3;4;-1;-2;4;3;-2;-3;-3;4},chiral,1,Not Montesinos
12n_400,N,12n_400,2490,[4; 10; 14; -18; -16; 2; 22; 24; -20; -8; 12; 6],[-2 1 1:2 1 0:2 0],{1; -2; 3; -1; 4; -5; -6; 7; -8; -3; 2; -9; 10; -4; 11; 8; -12; 6; -7; 12; 9; -10; 5; -11},[[1;5;2;4];[3;10;4;11];[5;15;6;14];[18;7;19;8];[16;10;17;9];[11;2;12;3];[13;22;14;23];[15;1;16;24];[20;17;21;18];[8;19;9;20];[21;12;22;13];[23;6;24;7]],12,1,3,5,,{-1;2;3;-4;-1;2;-4;-3;2;-3;-3;-4},chiral,1,Not Montesinos
12n_401,N,12n_401,2491,[4; 10; 14; 18; 16; 2; -22; 24; 20; 8; -12; 6],[2 1 1:2 1 0:-2 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -3; 2; 9; -10; -4; 11; -8; 12; -6; 7; -12; -9; 10; 5; -11},[[1;5;2;4];[3;10;4;11];[5;15;6;14];[7;19;8;18];[9;16;10;17];[11;2;12;3];[22;14;23;13];[15;1;16;24];[17;21;18;20];[19;9;20;8];[12;22;13;21];[23;6;24;7]],12,2,3,5,,{-1;2;-3;4;-1;2;4;-3;2;3;3;4},chiral,1,Not Montesinos
12n_402,N,12n_402,2492,[4; 10; -14; -18; -22; 2; -20; -24; -6; -8; -12; -16],[.2.3.2.-2 1 0],{1; -2; 3; -1; -4; 5; -6; 7; -8; -3; 2; 9; -10; 4; -11; 12; -5; 6; -7; 10; -9; 8; -12; 11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[18;7;19;8];[22;9;23;10];[11;2;12;3];[20;13;21;14];[24;15;1;16];[6;17;7;18];[8;19;9;20];[12;21;13;22];[16;23;17;24]],12,3,3,4,,{-1;-1;-1;-2;3;-2;-3;-1;-2;3;-2;-1;-3},reversible,D2,K(2/3;-1/3;-4/9)
12n_403,N,12n_403,2493,[4; 10; -14; -18; 22; 2; -20; 24; -6; -8; -12; 16],[2.-2 0.-2.-2 -2 0],{1; -2; 3; -1; -4; 5; -6; 7; 8; -3; 2; 9; -10; 4; 11; -12; -5; 6; -7; 10; -9; -8; 12; -11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[18;7;19;8];[9;23;10;22];[11;2;12;3];[20;13;21;14];[15;1;16;24];[6;17;7;18];[8;19;9;20];[12;21;13;22];[23;17;24;16]],12,2,3,4,,[{-1;-1;-1;2;-3;-3;-2;1;-2;3;1;2;-1};{-1;-1;-2;-1;3;2;-1;2;-4;3;-2;-4}],reversible,D2,Not Montesinos
12n_404,N,12n_404,2494,[4; 10; -14; -18; -22; 2; -20; -24; -8; -6; -12; -16],[.3.2 0.-2 1.2 0],{1; -2; 3; -1; -4; 5; -6; 7; -8; -3; 2; 9; -10; 4; -11; 12; -7; 6; -5; 10; -9; 8; -12; 11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[18;7;19;8];[22;9;23;10];[11;2;12;3];[20;13;21;14];[24;15;1;16];[8;17;9;18];[6;19;7;20];[12;21;13;22];[16;23;17;24]],12,[2;3],3,5,,{1;2;-3;-4;-2;-3;-3;-4;-2;-1;-1;-2;-3;4},reversible,D2,K(2/3;-1/3;-4/11)
12n_405,N,12n_405,2495,[4; 10; -14; -20; 2; -16; -18; -8; -24; -22; -6; -12],[8*2 1:.-2 1 0],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; -8; 9; -10; 4; -7; 8; -11; 10; -12; 6; -5; 12; -9; 11},[[1;5;2;4];[3;11;4;10];[14;6;15;5];[20;8;21;7];[9;3;10;2];[16;12;17;11];[18;13;19;14];[8;16;9;15];[24;18;1;17];[22;19;23;20];[6;22;7;21];[12;23;13;24]],12,2,3,5,,{1;-2;3;4;1;-2;4;3;-2;3;4;3},chiral,1,Not Montesinos
12n_406,N,12n_406,2496,[4; 10; -14; -20; 2; -16; -22; -8; -24; -12; -6; -18],[8*2:.2 0:.-2 1 0],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; -8; 9; -10; 4; -7; 8; -11; 12; -9; 6; -5; 10; -12; 11},[[1;5;2;4];[3;11;4;10];[14;6;15;5];[20;8;21;7];[9;3;10;2];[16;12;17;11];[22;14;23;13];[8;16;9;15];[24;18;1;17];[12;20;13;19];[6;22;7;21];[18;24;19;23]],12,[3;4],3,5,,{1;-2;1;2;3;3;3;4;2;-3;2;4;3;3},chiral,1,Not Montesinos
12n_407,N,12n_407,2497,[4; 10; -14; 20; 2; -16; -22; -8; -24; -12; 6; -18],[8*2:.-2 0:.-2 1 0],{1; -2; 3; -1; -4; -5; 6; 7; 2; -3; -8; 9; -10; 4; -7; 8; -11; 12; -9; -6; 5; 10; -12; 11},[[1;5;2;4];[3;11;4;10];[14;6;15;5];[7;20;8;21];[9;3;10;2];[16;12;17;11];[22;14;23;13];[8;16;9;15];[24;18;1;17];[12;20;13;19];[21;6;22;7];[18;24;19;23]],12,2,3,4,,{1;-2;1;2;3;-2;3;2;-3;2;3;3;3},chiral,1,Not Montesinos
12n_408,N,12n_408,2498,[4; 10; 14; -20; 2; 16; 22; 8; 24; 12; -6; 18],[8*2:.-2 0:.2 1 0],{1; -2; 3; -1; 4; 5; -6; -7; 2; -3; 8; -9; 10; -4; 7; -8; 11; -12; 9; 6; -5; -10; 12; -11},[[1;5;2;4];[3;11;4;10];[5;14;6;15];[20;8;21;7];[9;3;10;2];[11;16;12;17];[13;22;14;23];[15;8;16;9];[17;24;18;1];[19;12;20;13];[6;22;7;21];[23;18;24;19]],12,[1;2],3,5,,{-1;2;-1;-2;-3;2;-3;-2;3;4;-2;-3;4;4},chiral,1,Not Montesinos
12n_409,N,12n_409,2499,[4; 10; -14; -20; 2; -18; -6; -22; -24; -8; -12; -16],[2 0.-2 1.2 0.3 0],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; -8; 9; -5; 4; -10; 11; -12; 8; -7; 6; -9; 10; -11; 12},[[1;5;2;4];[3;11;4;10];[14;5;15;6];[20;7;21;8];[9;3;10;2];[18;11;19;12];[6;13;7;14];[22;15;23;16];[24;17;1;18];[8;19;9;20];[12;21;13;22];[16;23;17;24]],12,2,3,4,,{-1;2;-1;-2;-3;-3;-2;-2;3;3;-2;-2;3},chiral,1,Not Montesinos
12n_410,N,12n_410,2500,[4; 10; 14; 20; 2; 18; 6; -22; -24; 8; 12; -16],[2 0.2 1.2 0.-3 0],{1; -2; 3; -1; 4; -5; 6; -7; 2; -3; 8; -9; 5; -4; -10; 11; -12; -8; 7; -6; 9; 10; -11; 12},[[1;5;2;4];[3;11;4;10];[5;15;6;14];[7;21;8;20];[9;3;10;2];[11;19;12;18];[13;7;14;6];[22;15;23;16];[24;17;1;18];[19;9;20;8];[21;13;22;12];[16;23;17;24]],12,2,3,5,,{-1;2;2;3;1;1;-2;3;4;-2;-2;-3;4;3},chiral,1,Not Montesinos
12n_411,N,12n_411,2501,[4; 10; -14; -20; 2; -18; -6; -24; -22; -8; -12; -16],[3.-2 1 0.2.2 0],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; -8; 9; -5; 4; -10; 11; -12; 8; -7; 6; -9; 12; -11; 10},[[1;5;2;4];[3;11;4;10];[14;5;15;6];[20;7;21;8];[9;3;10;2];[18;11;19;12];[6;13;7;14];[24;15;1;16];[22;17;23;18];[8;19;9;20];[12;21;13;22];[16;23;17;24]],12,[1;2],3,5,,{1;-2;-3;-4;3;-4;2;2;-3;2;-3;-1;-1;-2},reversible,D1,Not Montesinos
12n_412,N,12n_412,2502,[4; 10; -14; -20; 2; -18; -8; -22; -24; -12; -6; -16],[2 0.3.2 0.-2 1 0],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; -8; 9; -7; 4; -10; 11; -12; 8; -9; 6; -5; 10; -11; 12},[[1;5;2;4];[3;11;4;10];[14;5;15;6];[20;8;21;7];[9;3;10;2];[18;11;19;12];[8;13;9;14];[22;15;23;16];[24;17;1;18];[12;19;13;20];[6;22;7;21];[16;23;17;24]],12,1,3,4,,{1;-2;-2;-3;-3;-2;1;2;2;2;-3;-2;-2},chiral,1,Not Montesinos
12n_413,N,12n_413,2503,[4; 10; 14; 20; 2; 18; 8; -22; -24; 12; 6; -16],[2 0.-3.2 0.2 1 0],{1; -2; 3; -1; 4; -5; 6; -7; 2; -3; 8; -9; 7; -4; -10; 11; -12; -8; 9; -6; 5; 10; -11; 12},[[1;5;2;4];[3;11;4;10];[5;15;6;14];[7;20;8;21];[9;3;10;2];[11;19;12;18];[13;9;14;8];[22;15;23;16];[24;17;1;18];[19;13;20;12];[21;6;22;7];[16;23;17;24]],12,2,3,4,,{1;-2;-3;1;-3;1;2;2;-1;2;-3;-2;1},chiral,1,Not Montesinos
12n_414,N,12n_414,2504,[4; 10; -14; -20; 2; -18; -8; -24; -22; -12; -6; -16],[-2 1 0.3.2.2 0],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; -8; 9; -7; 4; -10; 11; -12; 8; -9; 6; -5; 12; -11; 10},[[1;5;2;4];[3;11;4;10];[14;5;15;6];[20;8;21;7];[9;3;10;2];[18;11;19;12];[8;13;9;14];[24;15;1;16];[22;17;23;18];[12;19;13;20];[6;22;7;21];[16;23;17;24]],12,2,3,5,,{-1;2;-3;4;-1;-3;2;-3;-2;3;-4;3;-2;4},reversible,D1,Not Montesinos
12n_415,N,12n_415,2505,[4; 10; 14; 20; 2; 18; 8; -24; -22; 12; 6; -16],[2 1 0.-3.2.2 0],{1; -2; 3; -1; 4; -5; 6; -7; 2; -3; 8; -9; 7; -4; -10; 11; -12; -8; 9; -6; 5; 12; -11; 10},[[1;5;2;4];[3;11;4;10];[5;15;6;14];[7;20;8;21];[9;3;10;2];[11;19;12;18];[13;9;14;8];[24;15;1;16];[22;17;23;18];[19;13;20;12];[21;6;22;7];[16;23;17;24]],12,[1;2],3,4,,{1;-2;3;1;3;1;-2;1;-2;3;-1;-2;1},chiral,1,Not Montesinos
12n_416,N,12n_416,2506,[4; 10; -14; -20; 2; -18; -16; -6; -24; -22; -8; -12],[-2 1:2 1 0:2 1 0],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; -8; 9; -10; 4; -5; 10; -11; 8; -12; 6; -7; 12; -9; 11},[[1;5;2;4];[3;11;4;10];[14;6;15;5];[20;8;21;7];[9;3;10;2];[18;11;19;12];[16;14;17;13];[6;16;7;15];[24;17;1;18];[22;20;23;19];[8;22;9;21];[12;23;13;24]],12,[2;3],3,4,,{1;-2;-2;-3;1;1;2;2;3;1;3;-2;1},reversible,D1,Not Montesinos
12n_417,N,12n_417,2507,[4; 10; -14; -20; 2; 18; -16; -6; 24; -22; -8; 12],[2 1:-2 1 0:-2 1 0],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; 8; -9; -10; 4; -5; 10; 11; -8; -12; 6; -7; 12; 9; -11},[[1;5;2;4];[3;11;4;10];[14;6;15;5];[20;8;21;7];[9;3;10;2];[11;19;12;18];[16;14;17;13];[6;16;7;15];[17;1;18;24];[22;20;23;19];[8;22;9;21];[23;13;24;12]],12,4,3,3,,{-1;2;2;1;1;2;2;2;1;1;2;2},reversible,D1,Not Montesinos
12n_418,N,12n_418,2508,[4; 10; -14; -20; 2; -18; -24; -6; -12; -22; -8; -16],[2.2 1.-2 1.2 0],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; -8; 9; -10; 4; -5; 11; -9; 8; -12; 6; -7; 12; -11; 10},[[1;5;2;4];[3;11;4;10];[14;6;15;5];[20;8;21;7];[9;3;10;2];[18;11;19;12];[24;14;1;13];[6;16;7;15];[12;17;13;18];[22;20;23;19];[8;22;9;21];[16;24;17;23]],12,3,3,4,,{-1;2;3;-1;3;3;2;2;2;3;-2;3;3},chiral,1,Not Montesinos
12n_419,N,12n_419,2509,[4; 10; -14; -20; 2; -18; -24; -22; -8; -12; -16; -6],[8*-2 1.2 0:.2],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; -8; 9; -10; 4; -11; 12; -7; 8; -9; 6; -12; 11; -5; 10},[[1;5;2;4];[3;11;4;10];[14;6;15;5];[20;8;21;7];[9;3;10;2];[18;12;19;11];[24;14;1;13];[22;15;23;16];[8;18;9;17];[12;20;13;19];[16;21;17;22];[6;24;7;23]],12,3,3,4,,{1;2;2;1;1;2;2;3;3;-2;1;-2;-3},chiral,1,Not Montesinos
12n_420,N,12n_420,2510,[4; 10; 14; 20; 2; -18; 24; 22; 8; -12; 16; 6],[8*2 1.-2 0:.2],{1; -2; 3; -1; 4; -5; 6; -7; 2; -3; -8; 9; 10; -4; 11; -12; 7; 8; -9; -6; 12; -11; 5; -10},[[1;5;2;4];[3;11;4;10];[5;14;6;15];[7;20;8;21];[9;3;10;2];[18;12;19;11];[13;24;14;1];[15;23;16;22];[17;8;18;9];[12;20;13;19];[21;17;22;16];[23;6;24;7]],12,2,3,5,,{1;-2;-3;1;1;2;-3;4;-3;2;-3;4},reversible,D1,Not Montesinos
12n_421,N,12n_421,2511,[4; 10; -14; -20; -18; 2; -6; -12; -22; -24; -16; -8],[.2.(-2 1;2 1) 0],{1; -2; 3; -1; -4; 5; -6; 7; -8; -3; 2; 9; -5; 4; -9; 10; -11; 8; -12; 6; -10; 11; -7; 12},[[1;5;2;4];[3;10;4;11];[14;6;15;5];[20;8;21;7];[18;9;19;10];[11;2;12;3];[6;14;7;13];[12;15;13;16];[22;17;23;18];[24;20;1;19];[16;21;17;22];[8;24;9;23]],12,[1;2],3,5,,{1;-2;-3;4;1;-2;-3;-3;4;-3;-2;4;3;3},chiral,1,Not Montesinos
12n_422,N,12n_422,2512,[4; 10; -14; 20; 18; 2; -6; -12; 22; 24; 16; 8],[.2.(2 1;-2 1) 0],{1; -2; 3; -1; -4; 5; 6; -7; 8; -3; 2; 9; -5; 4; -9; -10; 11; -8; 12; -6; 10; -11; 7; -12},[[1;5;2;4];[3;10;4;11];[14;6;15;5];[7;20;8;21];[9;19;10;18];[11;2;12;3];[6;14;7;13];[12;15;13;16];[17;23;18;22];[19;24;20;1];[21;17;22;16];[23;8;24;9]],12,[1;2],3,5,,{1;-2;-3;-4;1;-2;3;3;-4;3;-2;-4;3;3},chiral,1,Not Montesinos
12n_423,N,12n_423,2513,[4; 10; 14; -20; -18; 2; 6; 12; -22; -24; -16; -8],[.2.-(2 1;2 1) 0],{1; -2; 3; -1; 4; -5; -6; 7; -8; -3; 2; -9; 5; -4; 9; 10; -11; 8; -12; 6; -10; 11; -7; 12},[[1;5;2;4];[3;10;4;11];[5;14;6;15];[20;8;21;7];[18;9;19;10];[11;2;12;3];[13;6;14;7];[15;13;16;12];[22;17;23;18];[24;20;1;19];[16;21;17;22];[8;24;9;23]],12,2,3,5,,{-1;2;-3;4;-1;-2;-3;-3;4;-3;-2;4;3;3},chiral,1,Not Montesinos
12n_424,N,12n_424,2514,[4; 10; -14; -22; 2; -18; -8; -20; -12; -24; -6; -16],[8*2 0.-2 1 0:.2 0],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; -8; 9; -7; 4; -10; 11; -9; 8; -12; 10; -5; 6; -11; 12},[[1;5;2;4];[3;11;4;10];[14;5;15;6];[22;7;23;8];[9;3;10;2];[18;12;19;11];[8;13;9;14];[20;16;21;15];[12;18;13;17];[24;20;1;19];[6;21;7;22];[16;24;17;23]],12,1,3,4,,{1;-2;1;2;3;-2;3;-2;-2;3;-2;3;3},chiral,1,Not Montesinos
12n_425,N,12n_425,2515,[4; 10; -14; -22; 2; 18; -8; 20; 12; 24; -6; 16],[8*-2 1::2 1],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; 8; -9; -7; 4; 10; -11; 9; -8; 12; -10; -5; 6; 11; -12},[[1;5;2;4];[3;11;4;10];[14;5;15;6];[22;7;23;8];[9;3;10;2];[11;18;12;19];[8;13;9;14];[15;20;16;21];[17;12;18;13];[19;24;20;1];[6;21;7;22];[23;16;24;17]],12,2,3,4,,{-1;-2;3;-1;3;-2;1;-2;3;-1;-2;-1;-2},reversible,D1,Not Montesinos
12n_426,N,12n_426,2516,[4; 10; 14; 22; 2; -18; 8; -20; -12; -24; 6; -16],[8*-2 1::-2 1],{1; -2; 3; -1; 4; -5; 6; -7; 2; -3; -8; 9; 7; -4; -10; 11; -9; 8; -12; 10; 5; -6; -11; 12},[[1;5;2;4];[3;11;4;10];[5;15;6;14];[7;23;8;22];[9;3;10;2];[18;12;19;11];[13;9;14;8];[20;16;21;15];[12;18;13;17];[24;20;1;19];[21;7;22;6];[16;24;17;23]],12,4,3,4,,{1;2;3;1;3;2;-1;2;3;1;2;1;2},reversible,D2,Not Montesinos
12n_427,N,12n_427,2517,[4; 10; 14; 22; 2; -18; 8; 20; -12; 24; 6; 16],[8*-2 0.2 1 0:.2 0],{1; -2; 3; -1; 4; -5; 6; -7; 2; -3; -8; 9; 7; -4; 10; -11; -9; 8; 12; -10; 5; -6; 11; -12},[[1;5;2;4];[3;11;4;10];[5;15;6;14];[7;23;8;22];[9;3;10;2];[18;12;19;11];[13;9;14;8];[15;20;16;21];[12;18;13;17];[19;24;20;1];[21;7;22;6];[23;16;24;17]],12,2,3,4,,{1;1;-2;-3;1;2;2;3;1;3;-2;1;-2},chiral,1,Not Montesinos
12n_428,N,12n_428,2518,[4; 10; 14; 22; 2; 18; 8; -20; 12; -24; 6; -16],[-2 1.2.2.2 0.2],{1; -2; 3; -1; 4; -5; 6; -7; 2; -3; 8; -9; 7; -4; -10; 11; 9; -8; -12; 10; 5; -6; -11; 12},[[1;5;2;4];[3;11;4;10];[5;15;6;14];[7;23;8;22];[9;3;10;2];[11;18;12;19];[13;9;14;8];[20;16;21;15];[17;12;18;13];[24;20;1;19];[21;7;22;6];[16;24;17;23]],12,3,3,4,,{1;-2;1;2;3;3;3;-2;3;3;-2;3;3},chiral,1,Not Montesinos
12n_429,N,12n_429,2519,[4; 10; -14; -22; -16; 2; -20; -24; -8; -6; -12; -18],[8*2:-2 1 0:2 0],{1; -2; 3; -1; -4; 5; -6; 7; -8; -3; 2; 9; -10; 4; -11; 8; -7; 12; -5; 10; -9; 6; -12; 11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[22;7;23;8];[16;10;17;9];[11;2;12;3];[20;13;21;14];[24;15;1;16];[8;18;9;17];[6;19;7;20];[12;21;13;22];[18;23;19;24]],12,1,3,5,,{-1;-2;-3;-3;-4;-2;3;1;-4;1;-2;3;-2;-4},chiral,1,Not Montesinos
12n_430,N,12n_430,2520,[4; 10; -14; -22; -16; 2; 20; -24; -8; -6; 12; -18],[8*2:-2 1 0:-2 0],{1; -2; 3; -1; -4; 5; -6; 7; -8; -3; 2; -9; 10; 4; -11; 8; -7; 12; -5; -10; 9; 6; -12; 11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[22;7;23;8];[16;10;17;9];[11;2;12;3];[13;21;14;20];[24;15;1;16];[8;18;9;17];[6;19;7;20];[21;13;22;12];[18;23;19;24]],12,1,3,5,,{1;-2;3;3;-2;-1;-1;2;-3;-4;2;3;-4;-3},chiral,1,Not Montesinos
12n_431,N,12n_431,2521,[4; 10; 14; 22; 16; 2; -20; 24; 8; 6; -12; 18],[8*2:2 1 0:-2 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -3; 2; 9; -10; -4; 11; -8; 7; -12; 5; 10; -9; -6; 12; -11},[[1;5;2;4];[3;10;4;11];[5;15;6;14];[7;23;8;22];[9;16;10;17];[11;2;12;3];[20;13;21;14];[15;1;16;24];[17;8;18;9];[19;7;20;6];[12;21;13;22];[23;19;24;18]],12,[1;2],3,5,,{-1;2;-3;-3;2;1;1;-2;3;-4;-2;3;-4;3},chiral,1,Not Montesinos
12n_432,N,12n_432,2522,[4; 10; -14; -22; -20; 2; -18; -24; -6; -12; -8; -16],[2.3 0.-2 1.2 0],{1; -2; 3; -1; -4; 5; -6; 7; -8; -3; 2; 9; -10; 4; -11; 12; -5; 10; -9; 8; -7; 6; -12; 11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[22;7;23;8];[20;9;21;10];[11;2;12;3];[18;13;19;14];[24;15;1;16];[6;17;7;18];[12;19;13;20];[8;21;9;22];[16;23;17;24]],12,[2;3],3,5,,{1;2;-3;-4;-2;-2;-3;-1;-3;-4;-1;-2;-3;4},reversible,D1,Not Montesinos
12n_433,N,12n_433,2523,[4; 10; -14; -22; -20; 2; -18; -24; -8; -12; -16; -6],[8*2 0.-2 1:.2],{1; -2; 3; -1; -4; 5; -6; 7; -8; -3; 2; 9; -10; 4; -11; 12; -7; 10; -9; 8; -12; 6; -5; 11},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[22;8;23;7];[20;9;21;10];[11;2;12;3];[18;13;19;14];[24;15;1;16];[8;17;9;18];[12;19;13;20];[16;21;17;22];[6;24;7;23]],12,2,3,5,,{1;-2;1;2;-3;-4;-2;-4;-3;2;-3;-4;-2;-3},reversible,D1,Not Montesinos
12n_434,N,12n_434,2524,[4; 10; 14; -22; -20; 2; -18; 24; -8; -12; -16; -6],[8*-2 2.2 0],{1; -2; 3; -1; 4; 5; -6; 7; -8; -3; 2; 9; -10; -4; 11; 12; -7; 10; -9; 8; -12; 6; -5; -11},[[1;5;2;4];[3;10;4;11];[5;15;6;14];[22;8;23;7];[20;9;21;10];[11;2;12;3];[18;13;19;14];[15;1;16;24];[8;17;9;18];[12;19;13;20];[16;21;17;22];[6;24;7;23]],12,1,3,5,,{-1;2;-3;-1;-3;2;-3;-4;2;2;3;-4},chiral,1,Not Montesinos
12n_435,N,12n_435,2525,[4; 10; -14; -24; -18; 2; -22; -6; -20; -8; -12; -16],[2.-2 1.2 0.2 1 0],{1; -2; 3; -1; -4; 5; -6; 7; -8; -3; 2; 9; -10; 4; -5; 11; -12; 8; -7; 12; -9; 10; -11; 6},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[24;7;1;8];[18;9;19;10];[11;2;12;3];[22;14;23;13];[6;15;7;16];[20;18;21;17];[8;19;9;20];[12;22;13;21];[16;24;17;23]],12,1,3,5,,{-1;2;3;-4;-1;-2;3;-2;-2;3;3;-4},chiral,1,Not Montesinos
12n_436,N,12n_436,2526,[4; 10; -14; -24; -18; 2; 22; -6; -20; -8; 12; -16],[2.-2 1.-2 0.2 1 0],{1; -2; 3; -1; -4; 5; -6; 7; -8; -3; 2; -9; 10; 4; -5; 11; -12; 8; -7; 12; 9; -10; -11; 6},[[1;5;2;4];[3;10;4;11];[14;5;15;6];[24;7;1;8];[18;9;19;10];[11;2;12;3];[13;22;14;23];[6;15;7;16];[20;18;21;17];[8;19;9;20];[21;12;22;13];[16;24;17;23]],12,2,3,5,,{-1;2;3;-4;-1;-2;3;-2;-2;-3;-3;-4},reversible,D1,Not Montesinos
12n_437,N,12n_437,2527,[4; 10; 16; 12; 2; 8; -20; 6; -22; -24; -14; -18],[-(2 3;2) (3;2)],{1; -2; 3; -1; 4; -5; 6; -7; 2; -3; 7; -6; -8; 9; 5; -4; -10; 11; -12; 8; -9; 10; -11; 12},[[1;5;2;4];[3;11;4;10];[5;17;6;16];[7;13;8;12];[9;3;10;2];[11;9;12;8];[20;13;21;14];[15;7;16;6];[22;17;23;18];[24;19;1;20];[14;21;15;22];[18;23;19;24]],12,[1;2],3,5,,{1;-2;1;2;3;3;-4;2;-4;2;-3;-3;-4;-3},chiral,1,Not Montesinos
12n_438,N,12n_438,2528,[4; 10; -16; -12; 2; -18; -20; -22; -24; -8; -14; -6],[8*3::-2 1],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; -8; 6; -9; 10; -11; 4; -12; 8; -7; 9; -10; 11; -5; 12},[[1;5;2;4];[3;11;4;10];[16;5;17;6];[12;8;13;7];[9;3;10;2];[18;11;19;12];[20;14;21;13];[22;16;23;15];[24;17;1;18];[8;19;9;20];[14;22;15;21];[6;24;7;23]],12,2,3,4,,{1;-2;3;3;2;2;2;-1;2;-3;-1;-2;1},reversible,D1,Not Montesinos
12n_439,N,12n_439,2529,[4; 10; -16; -12; 2; -18; 20; 22; -24; -8; 14; -6],[8*-3::-2 1],{1; -2; 3; -1; -4; 5; -6; 7; 2; -3; -8; 6; 9; -10; 11; 4; -12; 8; -7; -9; 10; -11; -5; 12},[[1;5;2;4];[3;11;4;10];[16;5;17;6];[12;8;13;7];[9;3;10;2];[18;11;19;12];[13;20;14;21];[15;22;16;23];[24;17;1;18];[8;19;9;20];[21;14;22;15];[6;24;7;23]],12,[1;3],3,4,,{-1;-2;-3;1;-3;2;-1;2;-3;1;-2;-1;2},reversible,D1,Not Montesinos
12n_440,N,12n_440,2530,[4; 10; -16; 12; 2; 18; 20; 22; -24; 8; 14; -6],[8*2 1.-2:.2],{1; -2; 3; -1; -4; 5; 6; -7; 2; -3; 8; -6; 9; -10; 11; 4; -12; -8; 7; -9; 10; -11; -5; 12},[[1;5;2;4];[3;11;4;10];[16;5;17;6];[7;12;8;13];[9;3;10;2];[11;19;12;18];[13;20;14;21];[15;22;16;23];[24;17;1;18];[19;9;20;8];[21;14;22;15];[6;24;7;23]],12,2,3,4,,{1;-2;3;3;-2;-2;-2;1;-2;-3;1;-2;1},chiral,1,Not Montesinos
12n_441,N,12n_441,2531,[4; 10; 16; 12; 2; 18; -20; -22; 24; 8; -14; 6],[8*-3::2 1],{1; -2; 3; -1; 4; -5; 6; -7; 2; -3; 8; -6; -9; 10; -11; -4; 12; -8; 7; 9; -10; 11; 5; -12},[[1;5;2;4];[3;11;4;10];[5;17;6;16];[7;12;8;13];[9;3;10;2];[11;19;12;18];[20;14;21;13];[22;16;23;15];[17;1;18;24];[19;9;20;8];[14;22;15;21];[23;6;24;7]],12,[2;3],3,4,,{1;1;-2;-3;1;-2;1;2;2;3;3;2;2},reversible,D1,Not Montesinos
